,type,responses,trial_type,trial_index,time_elapsed,internal_node_id,mode,subject_cond,exp,uniqueid,success,recalled_list,matching_list,missing_list,shown_list,num_correct,instructions,times,correct_sizes,used_time,list_type,reminder,display_time,id,total_points
899,text-recall,,text-recall,53.0,1867835.0,0.0-55.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,False,"['BEAR', 'TSUNAMI', 'SPARROW', 'BELT', 'CLOUDS', 'FINCH', 'WIND', 'SKIRT', 'BOXERS', 'ELEPHANT', 'CYCLONE', 'OWL', 'RABBIT', 'SHEEP', 'SHORTS', 'WIND']","['BEAR', 'TSUNAMI', 'SPARROW', 'BELT', 'CLOUDS', 'FINCH', 'WIND', 'SKIRT', 'BOXERS', 'ELEPHANT', 'CYCLONE', 'OWL', 'RABBIT', 'SHEEP', 'SHORTS']",['PEACOCK'],"['BEAR', 'TSUNAMI', 'SPARROW', 'CLOUDS', 'FINCH', 'WIND', 'SKIRT', 'BOXERS', 'ELEPHANT', 'CYCLONE', 'OWL', 'BELT', 'SHEEP', 'RABBIT', 'PEACOCK', 'SHORTS']",15.0,False,"[5478, 2409, 4418, 1925, 2044, 1584, 1143, 1228, 2569, 4111, 1985, 1273, 1985, 1701, 2492, 2810]",True,42086.0,categorized_16_9,,,,
900,reminder-none,,reminder,54.0,1868841.0,0.0-56.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,True,[],[],[],"['BEAR', 'TSUNAMI', 'SPARROW', 'CLOUDS', 'FINCH', 'WIND', 'SKIRT', 'BOXERS', 'ELEPHANT', 'CYCLONE', 'OWL', 'BELT', 'SHEEP', 'RABBIT', 'PEACOCK', 'SHORTS']",0.0,False,[],,,categorized_16_9,,0.0,,
901,text-recall,,text-recall,57.0,1982794.0,0.0-59.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,False,"['LAKE', 'PORCH', 'THUNDER', 'BUFFALO', 'CELLER', 'DONKEY', 'FLOOR', 'EARTHQUAKE', 'PLATUE', 'SEA', 'GOAGT', 'POND', 'BLIZZARD', 'FLOOR', 'RIVER', 'SQUIRREL']","['PORCH', 'THUNDER', 'BUFFALO', 'CELLAR', 'DONKEY', 'FLOOR', 'EARTHQUAKE', 'SEA', 'GOAT', 'POND', 'BLIZZARD', 'RIVER', 'SQUIRREL']","['FROST', 'PLATEAU', 'LOBBY']","['GOAT', 'POND', 'BLIZZARD', 'EARTHQUAKE', 'FROST', 'DONKEY', 'CELLAR', 'FLOOR', 'THUNDER', 'RIVER', 'SQUIRREL', 'PLATEAU', 'SEA', 'BUFFALO', 'LOBBY', 'PORCH']",13.0,False,"[3176, 1762, 2467, 3598, 1643, 2176, 1186, 5084, 13595, 2199, 1361, 3239, 2872, 1465, 3187, 2635]",True,52893.0,categorized_16_11,,,,
902,reminder-worst,,reminder,58.0,2026617.0,0.0-60.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,False,['PLATEAU'],[],"['FROST', 'LOBBY']","['GOAT', 'POND', 'BLIZZARD', 'EARTHQUAKE', 'FROST', 'DONKEY', 'CELLAR', 'FLOOR', 'THUNDER', 'RIVER', 'SQUIRREL', 'PLATEAU', 'SEA', 'BUFFALO', 'LOBBY', 'PORCH']",0.0,False,[3433],,,categorized_16_11,PLATEAU,3000.0,,
903,text-recall,,text-recall,61.0,2211716.0,0.0-63.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,False,"['TECHNO', 'ENCYLOPEDIA', 'NOVEL', 'FELY', 'TECHNO', 'SYMPHONY', 'VELVET', 'LACE', 'COD', 'REPORT', 'INSTRUMENTAL']","['TECHNO', 'ENCYCLOPEDIA', 'NOVEL', 'FELT', 'SYMPHONY', 'VELVET', 'LACE', 'COD', 'REPORT', 'INSTRUMENTAL']","['PERCH', 'SHARK', 'LINEN', 'HERRING', 'ALTERNATIVE', 'EDITORIAL']","['PERCH', 'VELVET', 'SHARK', 'LINEN', 'COD', 'HERRING', 'ENCYCLOPEDIA', 'NOVEL', 'ALTERNATIVE', 'FELT', 'SYMPHONY', 'LACE', 'TECHNO', 'INSTRUMENTAL', 'EDITORIAL', 'REPORT']",10.0,False,"[6918, 5690, 2610, 1011, 50040, 5245, 3251, 1354, 2330, 6664, 4110]",True,90000.0,categorized_16_7,,,,
904,reminder-none,,reminder,62.0,2212725.0,0.0-64.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,False,[],[],[],"['PERCH', 'VELVET', 'SHARK', 'LINEN', 'COD', 'HERRING', 'ENCYCLOPEDIA', 'NOVEL', 'ALTERNATIVE', 'FELT', 'SYMPHONY', 'LACE', 'TECHNO', 'INSTRUMENTAL', 'EDITORIAL', 'REPORT']",0.0,False,[],,,categorized_16_7,,0.0,,
905,text-recall,,text-recall,65.0,2299715.0,0.0-67.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,False,"['MANGO', 'LIME', 'HELLICOPTER', 'REGGAE', 'FOLK', 'BANJO', 'TRAIN', 'LINE', 'LIME', 'MOTORCYCLE']","['MANGO', 'LIME', 'HELICOPTER', 'REGGAE', 'FOLK', 'BANJO', 'TRAIN', 'MOTORCYCLE']","['SOUL', 'POP', 'HARMONICA', 'JEEP', 'FIDDLE', 'FIG', 'KEYBOARD', 'PLUM']","['MOTORCYCLE', 'SOUL', 'FOLK', 'POP', 'HELICOPTER', 'HARMONICA', 'JEEP', 'REGGAE', 'BANJO', 'FIDDLE', 'FIG', 'KEYBOARD', 'PLUM', 'TRAIN', 'MANGO', 'LIME']",8.0,False,"[1562, 891, 3019, 3986, 7633, 1603, 1353, 4137, 1213, 7130]",True,33503.0,categorized_16_3,,,,
906,reminder-best,,reminder,66.0,2362996.0,0.0-68.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,False,"['PLUM', '']",[],"['SOUL', 'POP', 'HARMONICA', 'JEEP', 'FIDDLE', 'FIG', 'KEYBOARD']","['MOTORCYCLE', 'SOUL', 'FOLK', 'POP', 'HELICOPTER', 'HARMONICA', 'JEEP', 'REGGAE', 'BANJO', 'FIDDLE', 'FIG', 'KEYBOARD', 'PLUM', 'TRAIN', 'MANGO', 'LIME']",0.0,False,"[1717, 40334]",,,categorized_16_3,PLUM,3000.0,,
907,text-recall,,text-recall,69.0,2469291.0,0.0-71.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,False,"['HARP', 'SUNSHINE', 'FLOOD', 'DEER', 'IG', 'PIG', 'CLARINET', 'PIG', 'VIOLA', 'WOLF', 'MONSOON', 'PLAIN', 'ACCORDIAN', 'VOLCANO', 'CLARINET', 'FLOOD', 'SUNSHINE']","['HARP', 'SUNSHINE', 'FLOOD', 'DEER', 'PIG', 'CLARINET', 'VIOLA', 'WOLF', 'MONSOON', 'PLAIN', 'ACCORDION', 'VOLCANO']","['HAIL', 'RAVINE', 'GORGE', 'TIGER']","['SUNSHINE', 'FLOOD', 'DEER', 'HAIL', 'CLARINET', 'PIG', 'VIOLA', 'WOLF', 'VOLCANO', 'RAVINE', 'ACCORDION', 'GORGE', 'MONSOON', 'PLAIN', 'TIGER', 'HARP']",12.0,False,"[2872, 3065, 1821, 1831, 1389, 1148, 4605, 1539, 4834, 2036, 1789, 2379, 2246, 4608, 7618, 2135, 1863]",True,48900.0,categorized_16_8,,,,
908,reminder-random,,reminder,70.0,2518115.0,0.0-72.0,pilot,60,opt-rems-full,debugsk1SR:debugtJYKR,False,"['GORGE', 'WOLF']",[],"['HAIL', 'RAVINE', 'TIGER']","['SUNSHINE', 'FLOOD', 'DEER', 'HAIL', 'CLARINET', 'PIG', 'VIOLA', 'WOLF', 'VOLCANO', 'RAVINE', 'ACCORDION', 'GORGE', 'MONSOON', 'PLAIN', 'TIGER', 'HARP']",0.0,False,"[2086, 7814]",,,categorized_16_8,GORGE,3000.0,,
909,total-points,,,,,,,,,debugsk1SR:debugtJYKR,,,,,,,,,,,,,,debugsk1SR:debugtJYKR,125.0
910,survey-text,"{""Q0"":""600dcdff34fef66077146d8e""}",survey-text,0.0,4432.0,0.0-0.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,,,,,,,,,,,,,,,
911,text-recall,,text-recall,36.0,688630.0,0.0-27.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['BEAR', 'BICYCLE']","['BEAR', 'BICYCLE']","['GOLF', 'BUFFALO', 'TROLLEY', 'VOLLEYBALL', 'ANTELOPE', 'PIG', 'INSTRUMENTAL', 'SAILING', 'SKA', 'POP', 'TRACTOR', 'TRAIN', 'PUNK', 'FENCING']","['GOLF', 'BUFFALO', 'TROLLEY', 'VOLLEYBALL', 'ANTELOPE', 'PIG', 'INSTRUMENTAL', 'SAILING', 'SKA', 'POP', 'TRACTOR', 'TRAIN', 'PUNK', 'FENCING', 'BEAR', 'BICYCLE']",2.0,False,"[2128, 3401]",True,8426.0,categorized_16_11,,,,
912,reminder-random,,reminder,37.0,777380.0,0.0-28.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['PIG', 'ANTELOPE', 'BUFFALO', 'WORD']","['ANTELOPE', 'BUFFALO']","['GOLF', 'TROLLEY', 'VOLLEYBALL', 'INSTRUMENTAL', 'SAILING', 'SKA', 'POP', 'TRACTOR', 'TRAIN', 'PUNK', 'FENCING']","['GOLF', 'BUFFALO', 'TROLLEY', 'VOLLEYBALL', 'ANTELOPE', 'PIG', 'INSTRUMENTAL', 'SAILING', 'SKA', 'POP', 'TRACTOR', 'TRAIN', 'PUNK', 'FENCING', 'BEAR', 'BICYCLE']",2.0,False,"[2600, 1818, 2546, 1760]",,,categorized_16_11,PIG,3000.0,,
913,text-recall,,text-recall,40.0,873582.0,0.0-31.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['BLUES', 'PLUM', 'SNOW', 'CLOSET', 'SYMPHONY', 'FOLK', 'OPERA', 'BATHROOM', 'ATTIC', 'ENTRANCE', 'LIGHTNING']","['BLUES', 'PLUM', 'SNOW', 'CLOSET', 'SYMPHONY', 'FOLK', 'OPERA', 'BATHROOM', 'ATTIC', 'ENTRANCE', 'LIGHTNING']","['LIME', 'CHERRY', 'FLOOD', 'HAIL', 'FIG']","['LIME', 'CHERRY', 'FLOOD', 'SNOW', 'FOLK', 'OPERA', 'SYMPHONY', 'CLOSET', 'HAIL', 'FIG', 'BATHROOM', 'ATTIC', 'ENTRANCE', 'LIGHTNING', 'BLUES', 'PLUM']",11.0,False,"[5807, 2227, 1557, 2304, 3100, 7559, 1348, 2740, 2638, 4355, 2548]",True,37683.0,categorized_16_3,,,,
914,reminder-worst,,reminder,41.0,932477.0,0.0-32.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],"['LIME', 'CHERRY', 'FLOOD', 'FIG']","['LIME', 'CHERRY', 'FLOOD', 'SNOW', 'FOLK', 'OPERA', 'SYMPHONY', 'CLOSET', 'HAIL', 'FIG', 'BATHROOM', 'ATTIC', 'ENTRANCE', 'LIGHTNING', 'BLUES', 'PLUM']",0.0,False,[],,,categorized_16_3,HAIL,3000.0,,
915,text-recall,,text-recall,44.0,1040171.0,0.0-35.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['LINES', 'SALSA', 'SWING', 'VELVET', 'TIE', 'CELLAR', 'WING', 'SHORTS', 'ROOM', 'DRESS', 'LACE', 'LEATHER', 'VELVET']","['SALSA', 'SWING', 'VELVET', 'TIE', 'CELLAR', 'WING', 'SHORTS', 'ROOM', 'DRESS', 'LACE', 'LEATHER']","['TANGO', 'LINEN', 'WALTZ', 'FOUNDATION', 'TROUSERS']","['ROOM', 'DRESS', 'SHORTS', 'TIE', 'CELLAR', 'TANGO', 'WING', 'SALSA', 'LACE', 'VELVET', 'LEATHER', 'LINEN', 'SWING', 'WALTZ', 'FOUNDATION', 'TROUSERS']",11.0,False,"[4314, 2391, 6467, 3262, 1330, 2249, 1340, 2470, 3104, 1453, 1953, 2057, 3194]",True,37126.0,categorized_16_7,,,,
916,reminder-best,,reminder,45.0,1099541.0,0.0-36.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,['WALTZ'],[],"['TANGO', 'LINEN', 'FOUNDATION', 'TROUSERS']","['ROOM', 'DRESS', 'SHORTS', 'TIE', 'CELLAR', 'TANGO', 'WING', 'SALSA', 'LACE', 'VELVET', 'LEATHER', 'LINEN', 'SWING', 'WALTZ', 'FOUNDATION', 'TROUSERS']",0.0,False,[5665],,,categorized_16_7,WALTZ,3000.0,,
917,text-recall,,text-recall,48.0,1198408.0,0.0-39.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['PIG', 'WALLS', 'TANKER', 'BARGE', 'WIND', 'TACT', 'BLIZZ', 'PORCH', 'SWAN']","['WALLS', 'TANKER', 'BARGE', 'WIND', 'PORCH', 'SWAN']","['TYPHOON', 'PEACOCK', 'PENGUIN', 'CEILING', 'YACHT', 'GALE', 'PIGEON', 'BASEMENT', 'BLIZZARD', 'SCHOONER']","['TYPHOON', 'PEACOCK', 'PENGUIN', 'CEILING', 'YACHT', 'WIND', 'PORCH', 'TANKER', 'GALE', 'WALLS', 'PIGEON', 'BARGE', 'SWAN', 'BASEMENT', 'BLIZZARD', 'SCHOONER']",6.0,False,"[3410, 1982, 2291, 2118, 2328, 2148, 2129, 2554, 1654]",True,22896.0,categorized_16_6,,,,
918,reminder-random,,reminder,49.0,1272109.0,0.0-40.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],"['TYPHOON', 'PENGUIN', 'CEILING', 'YACHT', 'GALE', 'PIGEON', 'BASEMENT', 'BLIZZARD', 'SCHOONER']","['TYPHOON', 'PEACOCK', 'PENGUIN', 'CEILING', 'YACHT', 'WIND', 'PORCH', 'TANKER', 'GALE', 'WALLS', 'PIGEON', 'BARGE', 'SWAN', 'BASEMENT', 'BLIZZARD', 'SCHOONER']",0.0,False,[],,,categorized_16_6,PEACOCK,3000.0,,
919,text-recall,,text-recall,52.0,1388948.0,0.0-43.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['ESSAY', 'SLOOP', 'TURTLE', 'DIGEST', 'DONKEY', 'BATTLE', 'FROSTCAMEL', 'JOURNAL', 'RAINFOG', 'FERRY']","['ESSAY', 'SLOOP', 'TURTLE', 'DIGEST', 'DONKEY', 'JOURNAL', 'FERRY']","['DROUGHT', 'BULLETIN', 'DESTROYER', 'BATTLESHIP', 'FROST', 'FOG', 'LIZARD', 'CAMEL', 'RAIN']","['DROUGHT', 'BULLETIN', 'DESTROYER', 'SLOOP', 'BATTLESHIP', 'JOURNAL', 'FERRY', 'TURTLE', 'FROST', 'FOG', 'LIZARD', 'ESSAY', 'DIGEST', 'DONKEY', 'CAMEL', 'RAIN']",7.0,False,"[8658, 3785, 1862, 1895, 2820, 1785, 6482, 1954, 4726, 2012]",True,37993.0,categorized_16_5,,,,
920,reminder-best,,reminder,53.0,1447375.0,0.0-44.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],"['DROUGHT', 'BULLETIN', 'DESTROYER', 'BATTLESHIP', 'FROST', 'LIZARD', 'CAMEL', 'RAIN']","['DROUGHT', 'BULLETIN', 'DESTROYER', 'SLOOP', 'BATTLESHIP', 'JOURNAL', 'FERRY', 'TURTLE', 'FROST', 'FOG', 'LIZARD', 'ESSAY', 'DIGEST', 'DONKEY', 'CAMEL', 'RAIN']",0.0,False,[],,,categorized_16_5,FOG,3000.0,,
921,text-recall,,text-recall,56.0,1537567.0,0.0-47.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['DOVE', 'CRANE', 'AXE', 'SCREW', 'CANYON', 'LEVEL', 'BOLT', 'BOOK', 'PAMPHLET']","['DOVE', 'CRANE', 'AXE', 'SCREW', 'CANYON', 'LEVEL', 'BOLT', 'PAMPHLET']","['RAVINE', 'CHICKEN', 'NOVEL', 'BOOKLET', 'SPARROW', 'EDITORIAL', 'DESERT', 'WATERFALL']","['RAVINE', 'CHICKEN', 'SCREW', 'BOLT', 'NOVEL', 'CANYON', 'LEVEL', 'BOOKLET', 'PAMPHLET', 'SPARROW', 'AXE', 'EDITORIAL', 'DESERT', 'WATERFALL', 'CRANE', 'DOVE']",8.0,False,"[5316, 3637, 1294, 1776, 2316, 2916, 1258, 4348, 2818]",True,27071.0,categorized_16_9,,,,
922,reminder-worst,,reminder,57.0,1607104.0,0.0-48.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],"['RAVINE', 'CHICKEN', 'NOVEL', 'BOOKLET', 'SPARROW', 'EDITORIAL', 'DESERT']","['RAVINE', 'CHICKEN', 'SCREW', 'BOLT', 'NOVEL', 'CANYON', 'LEVEL', 'BOOKLET', 'PAMPHLET', 'SPARROW', 'AXE', 'EDITORIAL', 'DESERT', 'WATERFALL', 'CRANE', 'DOVE']",0.0,False,[],,,categorized_16_9,WATERFALL,3000.0,,
923,text-recall,,text-recall,60.0,1708009.0,0.0-51.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['PAPER', 'CART', 'BOAT', 'FLOOR', 'JET', 'ROOF', 'LOBBY', 'SAGE', 'SUGAR', 'REPORT', 'NOTE']","['PAPER', 'CART', 'BOAT', 'FLOOR', 'JET', 'ROOF', 'LOBBY', 'SAGE', 'SUGAR', 'REPORT', 'NOTE']","['ELEVATOR', 'GINGER', 'TRAILER', 'VANILLA', 'LETTER']","['CART', 'LOBBY', 'SUGAR', 'ELEVATOR', 'BOAT', 'PAPER', 'SAGE', 'REPORT', 'GINGER', 'NOTE', 'TRAILER', 'FLOOR', 'JET', 'VANILLA', 'LETTER', 'ROOF']",11.0,False,"[5437, 3005, 2119, 3460, 1996, 1546, 1564, 2939, 4923, 1024, 1088]",True,31068.0,categorized_16_1,,,,
924,reminder-best,,reminder,61.0,1773626.0,0.0-52.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],"['ELEVATOR', 'GINGER', 'TRAILER', 'LETTER']","['CART', 'LOBBY', 'SUGAR', 'ELEVATOR', 'BOAT', 'PAPER', 'SAGE', 'REPORT', 'GINGER', 'NOTE', 'TRAILER', 'FLOOR', 'JET', 'VANILLA', 'LETTER', 'ROOF']",0.0,False,[],,,categorized_16_1,VANILLA,3000.0,,
925,text-recall,,text-recall,64.0,2039646.0,0.0-55.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['BANJO', 'CLARINET', 'HARPE', 'VIOLIN']","['BANJO', 'CLARINET']","['ACCORDION', 'BEETLE', 'WASP', 'PERCH', 'SOIL', 'TUNA', 'CLIPPERS', 'WORM', 'CARP', 'BUTTERFLY', 'HOSE', 'BUCKET', 'SHARK', 'HARP']","['ACCORDION', 'BEETLE', 'WASP', 'PERCH', 'SOIL', 'TUNA', 'CLIPPERS', 'WORM', 'CARP', 'BUTTERFLY', 'HOSE', 'BUCKET', 'SHARK', 'HARP', 'CLARINET', 'BANJO']",2.0,False,"[3265, 3606, 2300, 1919]",True,15123.0,categorized_16_2,,,,
926,reminder-worst,,reminder,65.0,2121958.0,0.0-56.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],"['BEETLE', 'WASP', 'PERCH', 'SOIL', 'TUNA', 'CLIPPERS', 'WORM', 'CARP', 'BUTTERFLY', 'HOSE', 'BUCKET', 'SHARK', 'HARP']","['ACCORDION', 'BEETLE', 'WASP', 'PERCH', 'SOIL', 'TUNA', 'CLIPPERS', 'WORM', 'CARP', 'BUTTERFLY', 'HOSE', 'BUCKET', 'SHARK', 'HARP', 'CLARINET', 'BANJO']",0.0,False,[],,,categorized_16_2,ACCORDION,3000.0,,
927,text-recall,,text-recall,68.0,2222495.0,0.0-59.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['SKING', 'GLACIER']",['GLACIER'],"['STREAM', 'FISHING', 'ALTERNATIVE', 'TRACK', 'BADMINTON', 'POND', 'GOAT', 'MOUSE', 'FOX', 'RIDGE', 'DEER', 'SOUL', 'BLUEGRASS', 'GOSPEL', 'SKIING']","['STREAM', 'FISHING', 'ALTERNATIVE', 'GLACIER', 'TRACK', 'BADMINTON', 'POND', 'GOAT', 'MOUSE', 'FOX', 'RIDGE', 'DEER', 'SOUL', 'BLUEGRASS', 'GOSPEL', 'SKIING']",1.0,False,"[4886, 2490]",True,8668.0,categorized_16_10,,,,
928,reminder-random,,reminder,69.0,2310548.0,0.0-60.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],"['STREAM', 'FISHING', 'ALTERNATIVE', 'TRACK', 'BADMINTON', 'POND', 'MOUSE', 'FOX', 'RIDGE', 'DEER', 'SOUL', 'BLUEGRASS', 'GOSPEL', 'SKIING']","['STREAM', 'FISHING', 'ALTERNATIVE', 'GLACIER', 'TRACK', 'BADMINTON', 'POND', 'GOAT', 'MOUSE', 'FOX', 'RIDGE', 'DEER', 'SOUL', 'BLUEGRASS', 'GOSPEL', 'SKIING']",0.0,False,[],,,categorized_16_10,GOAT,3000.0,,
929,text-recall,,text-recall,72.0,2439618.0,0.0-63.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['TSUNAMI', 'SCARLET']","['TSUNAMI', 'SCARLET']","['BUNGALOW', 'BALL', 'KITE', 'MANSION', 'CYCLONE', 'HOTEL', 'CLOUDS', 'INDIGO', 'COTTAGE', 'CRIMSON', 'BLOCKS', 'MONSOON', 'MAROON', 'NINTENDO']","['BUNGALOW', 'BALL', 'KITE', 'MANSION', 'CYCLONE', 'HOTEL', 'CLOUDS', 'INDIGO', 'COTTAGE', 'CRIMSON', 'BLOCKS', 'MONSOON', 'MAROON', 'SCARLET', 'NINTENDO', 'TSUNAMI']",2.0,False,"[9346, 2654]",True,16087.0,categorized_16_4,,,,
930,reminder-random,,reminder,73.0,2520570.0,0.0-64.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],"['BUNGALOW', 'BALL', 'KITE', 'MANSION', 'CYCLONE', 'HOTEL', 'CLOUDS', 'INDIGO', 'COTTAGE', 'CRIMSON', 'BLOCKS', 'MAROON', 'NINTENDO']","['BUNGALOW', 'BALL', 'KITE', 'MANSION', 'CYCLONE', 'HOTEL', 'CLOUDS', 'INDIGO', 'COTTAGE', 'CRIMSON', 'BLOCKS', 'MONSOON', 'MAROON', 'SCARLET', 'NINTENDO', 'TSUNAMI']",0.0,False,[],,,categorized_16_4,MONSOON,3000.0,,
931,text-recall,,text-recall,76.0,2752535.0,0.0-67.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['EVERGREEN', 'ELM', 'EUCULYPTUS']","['EVERGREEN', 'ELM', 'EUCALYPTUS']","['MOTORCYCLE', 'VALLEY', 'SOLAR', 'HELICOPTER', 'OIL', 'JEEP', 'FAULT', 'WILLOW', 'TAXI', 'NUCLEAR', 'RIVER', 'ELECTRICITY', 'CAVE']","['MOTORCYCLE', 'VALLEY', 'SOLAR', 'HELICOPTER', 'OIL', 'JEEP', 'FAULT', 'WILLOW', 'TAXI', 'NUCLEAR', 'RIVER', 'ELECTRICITY', 'CAVE', 'EUCALYPTUS', 'ELM', 'EVERGREEN']",3.0,False,"[3236, 1536, 3637]",True,14385.0,categorized_16_8,,,,
932,reminder-worst,,reminder,77.0,2834622.0,0.0-68.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],"['MOTORCYCLE', 'VALLEY', 'SOLAR', 'OIL', 'JEEP', 'FAULT', 'WILLOW', 'TAXI', 'NUCLEAR', 'RIVER', 'ELECTRICITY', 'CAVE']","['MOTORCYCLE', 'VALLEY', 'SOLAR', 'HELICOPTER', 'OIL', 'JEEP', 'FAULT', 'WILLOW', 'TAXI', 'NUCLEAR', 'RIVER', 'ELECTRICITY', 'CAVE', 'EUCALYPTUS', 'ELM', 'EVERGREEN']",0.0,False,[],,,categorized_16_8,HELICOPTER,3000.0,,
933,text-recall,,text-recall,80.0,3009672.0,0.0-71.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,"['FIR', 'FIG']",['FIR'],"['LAMP', 'FALCON', 'BIRCH', 'BUREAU', 'OTTOMAN', 'CABINET', 'VIOLA', 'BEECH', 'REDWOOD', 'CANARY', 'HARMONICA', 'FINCH', 'FIDDLE', 'KEYBOARD', 'CROW']","['LAMP', 'FALCON', 'BIRCH', 'BUREAU', 'OTTOMAN', 'CABINET', 'VIOLA', 'BEECH', 'REDWOOD', 'CANARY', 'HARMONICA', 'FINCH', 'FIDDLE', 'KEYBOARD', 'CROW', 'FIR']",1.0,False,"[2515, 1350]",True,90000.0,categorized_16_0,,,,
934,reminder-none,,reminder,81.0,3010677.0,0.0-72.0,pilot,83,opt-rems-full,debugPmrms:debughmWC1,False,[],[],[],"['LAMP', 'FALCON', 'BIRCH', 'BUREAU', 'OTTOMAN', 'CABINET', 'VIOLA', 'BEECH', 'REDWOOD', 'CANARY', 'HARMONICA', 'FINCH', 'FIDDLE', 'KEYBOARD', 'CROW', 'FIR']",0.0,False,[],,,categorized_16_0,,0.0,,
935,total-points,,,,,,,,,debugPmrms:debughmWC1,,,,,,,,,,,,,,debugPmrms:debughmWC1,75.0
936,survey-text,"{""Q0"":""6154973c69da7c97996a19f6""}",survey-text,0.0,65235.0,0.0-0.0,pilot,29,opt-rems-full,debugdSmYh:debuggGBSB,,,,,,,,,,,,,,,
937,text-recall,,text-recall,25.0,667930.0,0.0-27.0,pilot,29,opt-rems-full,debugdSmYh:debuggGBSB,False,"['TROLLEY', 'BOAT', 'SUBWAY', 'ELK', 'GOAT', 'FOX', 'OTTOMAN', 'BUREAU', 'DESK', 'CABINET', 'MAROON', 'BROWN', 'TAN', 'TAN', 'BEAR']","['TROLLEY', 'BOAT', 'SUBWAY', 'ELK', 'GOAT', 'FOX', 'OTTOMAN', 'BUREAU', 'DESK', 'CABINET', 'MAROON', 'BROWN', 'TAN', 'BEAR']","['CART', 'SCARLET']","['SUBWAY', 'BROWN', 'ELK', 'MAROON', 'BEAR', 'OTTOMAN', 'FOX', 'DESK', 'CART', 'BUREAU', 'SCARLET', 'GOAT', 'TROLLEY', 'CABINET', 'TAN', 'BOAT']",14.0,False,"[4174, 1064, 1621, 783, 1260, 4818, 1303, 2245, 1280, 1249, 8643, 914, 600, 3935, 12625]",True,49482.0,categorized_16_7,,,,
938,reminder-random,,reminder,26.0,715189.0,0.0-28.0,pilot,29,opt-rems-full,debugdSmYh:debuggGBSB,False,"['CART', 'BOAT']",[],['SCARLET'],"['SUBWAY', 'BROWN', 'ELK', 'MAROON', 'BEAR', 'OTTOMAN', 'FOX', 'DESK', 'CART', 'BUREAU', 'SCARLET', 'GOAT', 'TROLLEY', 'CABINET', 'TAN', 'BOAT']",0.0,False,"[2891, 15926]",,,categorized_16_7,CART,3000.0,,
939,text-recall,,text-recall,29.0,822241.0,0.0-31.0,pilot,29,opt-rems-full,debugdSmYh:debuggGBSB,False,"['FIR', 'WILLOW', 'CEDAR', 'MAPLE', 'SHEEP', 'SCHOONER', 'YACHT', 'BARGE', 'TANKER', 'DEER', 'SEEDS', 'MOUSE', 'CLIPPERS']","['FIR', 'WILLOW', 'CEDAR', 'MAPLE', 'SHEEP', 'SCHOONER', 'YACHT', 'BARGE', 'TANKER', 'DEER', 'SEEDS', 'MOUSE', 'CLIPPERS']","['BUCKET', 'HOSE', 'BUFFALO']","['CEDAR', 'BUCKET', 'DEER', 'SEEDS', 'HOSE', 'SHEEP', 'SCHOONER', 'BARGE', 'YACHT', 'WILLOW', 'TANKER', 'MOUSE', 'BUFFALO', 'MAPLE', 'CLIPPERS', 'FIR']",13.0,False,"[2341, 1116, 1001, 2121, 3276, 2222, 856, 1106, 894, 5360, 2574, 883, 8466]",True,35666.0,categorized_16_3,,,,
