,type,responses,trial_type,trial_index,time_elapsed,internal_node_id,mode,subject_cond,exp,uniqueid,success,recalled_list,matching_list,missing_list,shown_list,num_correct,instructions,times,correct_sizes,used_time,list_type,reminder,id,total_points
362,reminder,,reminder,38.0,1073884.0,0.0-40.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,[],[],"['ALTERNATIVE', 'SLIP', 'BLUES', 'TIE', 'FOLK', 'CEDAR', 'PAPER', 'EDITORIAL', 'POPLAR']","['ALTERNATIVE', 'SLIP', 'TROUSERS', 'JEANS', 'WILLOW', 'BLUES', 'SYMPHONY', 'TIE', 'FOLK', 'CEDAR', 'PAPER', 'ENCYCLOPEDIA', 'EDITORIAL', 'POPLAR', 'ELM', 'NOVEL']",0.0,False,[],,,categorized_16_9,SYMPHONY,,
363,text-recall,,text-recall,41.0,1182429.0,0.0-43.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,"['OIL', 'MOTORCYCLE', 'BICYCLE', 'CART', 'FOUNDATION', 'ELECTRICITY', 'SUNSHINE']","['OIL', 'MOTORCYCLE', 'BICYCLE', 'CART', 'FOUNDATION', 'ELECTRICITY', 'SUNSHINE']","['ELEVATOR', 'STEAM', 'CELLAR', 'BATHROOM', 'VAN', 'HAIL', 'CYCLONE', 'BLIZZARD', 'NUCLEAR']","['ELECTRICITY', 'ELEVATOR', 'MOTORCYCLE', 'CART', 'STEAM', 'FOUNDATION', 'CELLAR', 'SUNSHINE', 'BATHROOM', 'VAN', 'HAIL', 'BICYCLE', 'CYCLONE', 'BLIZZARD', 'NUCLEAR', 'OIL']",7.0,False,"[4282, 11510, 4597, 1422, 3419, 3167, 20806]",True,52994.0,categorized_16_0,,,
364,reminder,,reminder,42.0,1223287.0,0.0-44.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,[],[],"['ELEVATOR', 'STEAM', 'BATHROOM', 'VAN', 'HAIL', 'CYCLONE', 'BLIZZARD', 'NUCLEAR']","['ELECTRICITY', 'ELEVATOR', 'MOTORCYCLE', 'CART', 'STEAM', 'FOUNDATION', 'CELLAR', 'SUNSHINE', 'BATHROOM', 'VAN', 'HAIL', 'BICYCLE', 'CYCLONE', 'BLIZZARD', 'NUCLEAR', 'OIL']",0.0,False,[],,,categorized_16_0,CELLAR,,
365,text-recall,,text-recall,45.0,1331524.0,0.0-47.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,"['TANKER', 'TRACTOR', 'FIG', 'PLUM', 'FERRY', 'TROLLEY', 'BOWLING', 'WRESTLING']","['TANKER', 'TRACTOR', 'FIG', 'PLUM', 'FERRY', 'TROLLEY', 'BOWLING', 'WRESTLING']","['CHERRY', 'DESTROYER', 'DIVING', 'STREETCAR', 'BARGE', 'TRAILER', 'SOFTBALL', 'LIME']","['CHERRY', 'DESTROYER', 'FIG', 'BOWLING', 'FERRY', 'DIVING', 'STREETCAR', 'BARGE', 'TROLLEY', 'TRAILER', 'WRESTLING', 'PLUM', 'SOFTBALL', 'LIME', 'TRACTOR', 'TANKER']",8.0,False,"[1770, 2119, 1183, 1298, 2029, 4723, 22782, 3112]",True,49629.0,categorized_16_3,,,
366,reminder,,reminder,46.0,1375659.0,0.0-48.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,['CHERRY'],['CHERRY'],"['DIVING', 'STREETCAR', 'BARGE', 'TRAILER', 'SOFTBALL', 'LIME']","['CHERRY', 'DESTROYER', 'FIG', 'BOWLING', 'FERRY', 'DIVING', 'STREETCAR', 'BARGE', 'TROLLEY', 'TRAILER', 'WRESTLING', 'PLUM', 'SOFTBALL', 'LIME', 'TRACTOR', 'TANKER']",1.0,False,[5455],,,categorized_16_3,DESTROYER,,
367,text-recall,,text-recall,49.0,1461061.0,0.0-51.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,"['PUZZLE', 'LINEN', 'CLOTH', 'OWL', 'GLACIER']","['PUZZLE', 'LINEN', 'CLOTH', 'OWL', 'GLACIER']","['RAYON', 'LACE', 'CANARY', 'CROW', 'STREAM', 'KITE', 'NINTENDO', 'OCEAN', 'HAWK', 'CAVE', 'BLOCKS']","['RAYON', 'OWL', 'LINEN', 'LACE', 'CLOTH', 'CANARY', 'CROW', 'STREAM', 'KITE', 'NINTENDO', 'OCEAN', 'HAWK', 'CAVE', 'GLACIER', 'BLOCKS', 'PUZZLE']",5.0,False,"[5575, 1725, 1832, 2078, 18139]",True,31148.0,categorized_16_6,,,
368,reminder,,reminder,50.0,1523729.0,0.0-52.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,['STREAM'],['STREAM'],"['RAYON', 'LACE', 'CANARY', 'CROW', 'KITE', 'NINTENDO', 'HAWK', 'CAVE', 'BLOCKS']","['RAYON', 'OWL', 'LINEN', 'LACE', 'CLOTH', 'CANARY', 'CROW', 'STREAM', 'KITE', 'NINTENDO', 'OCEAN', 'HAWK', 'CAVE', 'GLACIER', 'BLOCKS', 'PUZZLE']",1.0,False,[3672],,,categorized_16_6,OCEAN,,
369,text-recall,,text-recall,53.0,1616709.0,0.0-55.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,"['WALLS', 'BASEMENT', 'HANDBALL', 'GOLF', 'CLARINET', 'HARP', 'HERRING', 'COD']","['WALLS', 'BASEMENT', 'HANDBALL', 'GOLF', 'CLARINET', 'HARP', 'HERRING', 'COD']","['KEYBOARD', 'BANJO', 'FENCING', 'CLOSET', 'SHARK', 'CARP', 'LACROSSE', 'ENTRANCE']","['KEYBOARD', 'BANJO', 'BASEMENT', 'GOLF', 'FENCING', 'CLOSET', 'SHARK', 'HANDBALL', 'CLARINET', 'HERRING', 'COD', 'HARP', 'CARP', 'LACROSSE', 'ENTRANCE', 'WALLS']",8.0,False,"[1495, 1983, 2870, 1667, 6786, 2858, 8776, 1050]",True,35894.0,categorized_16_1,,,
370,reminder,,reminder,54.0,1674434.0,0.0-56.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,[],[],"['KEYBOARD', 'BANJO', 'FENCING', 'CLOSET', 'SHARK', 'LACROSSE', 'ENTRANCE']","['KEYBOARD', 'BANJO', 'BASEMENT', 'GOLF', 'FENCING', 'CLOSET', 'SHARK', 'HANDBALL', 'CLARINET', 'HERRING', 'COD', 'HARP', 'CARP', 'LACROSSE', 'ENTRANCE', 'WALLS']",0.0,False,[],,,categorized_16_1,CARP,,
371,text-recall,,text-recall,57.0,1753824.0,0.0-59.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,"['WORM', 'BUTTERFLY', 'PORCH', 'ELK', 'MOOSE', 'VOLLEYBALL']","['WORM', 'BUTTERFLY', 'PORCH', 'ELK', 'MOOSE', 'VOLLEYBALL']","['LOBBY', 'BOXING', 'WASP', 'CAMEL', 'BADMINTON', 'HORNET', 'TRACK', 'ATTIC', 'FLOOR', 'MOUSE']","['LOBBY', 'BOXING', 'WASP', 'ELK', 'CAMEL', 'BADMINTON', 'HORNET', 'TRACK', 'ATTIC', 'FLOOR', 'MOUSE', 'MOOSE', 'PORCH', 'VOLLEYBALL', 'BUTTERFLY', 'WORM']",6.0,False,"[2109, 2743, 1433, 2364, 1094, 4389]",True,23920.0,categorized_16_5,,,
372,reminder,,reminder,58.0,1823645.0,0.0-60.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,[],[],"['LOBBY', 'BOXING', 'WASP', 'CAMEL', 'HORNET', 'TRACK', 'ATTIC', 'FLOOR', 'MOUSE']","['LOBBY', 'BOXING', 'WASP', 'ELK', 'CAMEL', 'BADMINTON', 'HORNET', 'TRACK', 'ATTIC', 'FLOOR', 'MOUSE', 'MOOSE', 'PORCH', 'VOLLEYBALL', 'BUTTERFLY', 'WORM']",0.0,False,[],,,categorized_16_5,BADMINTON,,
373,text-recall,,text-recall,61.0,1937223.0,0.0-63.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,"['SPARROW', 'BUNGALOW', 'TYPHON', 'SPARROW', 'PARROT', 'SNOW', 'PALACE', 'BALLROOM', 'SALSA', 'TANGO', 'WALTZ']","['SPARROW', 'BUNGALOW', 'PARROT', 'SNOW', 'PALACE', 'BALLROOM', 'SALSA', 'TANGO', 'WALTZ']","['CLOUDS', 'MANSION', 'PENGUIN', 'DORMITORY', 'CRANE', 'TYPHOON', 'GALE']","['BUNGALOW', 'CLOUDS', 'SALSA', 'TANGO', 'MANSION', 'PENGUIN', 'SNOW', 'DORMITORY', 'PARROT', 'BALLROOM', 'WALTZ', 'PALACE', 'CRANE', 'TYPHOON', 'GALE', 'SPARROW']",9.0,False,"[4263, 5402, 9464, 3321, 4261, 10796, 5573, 4085, 1825, 2562, 2256]",True,59984.0,categorized_16_7,,,
374,reminder,,reminder,62.0,1970860.0,0.0-64.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,False,[],[],"['CLOUDS', 'MANSION', 'PENGUIN', 'DORMITORY', 'CRANE', 'GALE']","['BUNGALOW', 'CLOUDS', 'SALSA', 'TANGO', 'MANSION', 'PENGUIN', 'SNOW', 'DORMITORY', 'PARROT', 'BALLROOM', 'WALTZ', 'PALACE', 'CRANE', 'TYPHOON', 'GALE', 'SPARROW']",0.0,False,[],,,categorized_16_7,TYPHOON,,
375,survey-text,"{""Q0"":""""}",survey-text,65.0,1987618.0,0.0-67.0,pilot,1,expAv3,debugSTnuK:debugcSWYq,,,,,,,,,,,,,,
376,total-points,,,,,,,,,debugSTnuK:debugcSWYq,,,,,,,,,,,,,debugSTnuK:debugcSWYq,78.0
377,survey-text,"{""Q0"":""6111cc0b6f0562f52bef57fd""}",survey-text,0.0,3447.0,0.0-0.0,pilot,6,expAv3,debuglgEx5:debugm2hHF,,,,,,,,,,,,,,
378,survey-text,"{""Q0"":""6100237a6f4c85c5ae711863\n6100237a6f4c85c5ae711863""}",survey-text,0.0,21000.0,0.0-0.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,,,,,,,,,,,,,,
379,text-recall,,text-recall,25.0,631205.0,0.0-27.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['ELM', 'LEATHER', 'POPLAR', 'EUCALYPTUS', 'SYMPHONY', 'DRESS', 'SUIT', 'JACKET', 'LINEN', 'FELT', 'DOGWOOD', 'BIRCH']","['ELM', 'LEATHER', 'POPLAR', 'EUCALYPTUS', 'SYMPHONY', 'DRESS', 'SUIT', 'JACKET', 'LINEN', 'FELT']","['TROUSERS', 'LACE', 'REGGAE', 'ALTERNATIVE', 'WILLOW', 'SOUL']","['LINEN', 'POPLAR', 'TROUSERS', 'FELT', 'JACKET', 'LACE', 'SUIT', 'REGGAE', 'SYMPHONY', 'EUCALYPTUS', 'DRESS', 'ALTERNATIVE', 'WILLOW', 'SOUL', 'ELM', 'LEATHER']",10.0,False,"[1829, 1951, 4585, 5639, 3520, 5448, 1184, 1536, 4016, 3056, 7640, 1497]",True,50168.0,categorized_16_3,,,
380,reminder,,reminder,26.0,675005.0,0.0-28.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['JAZZ', 'BLOUSE', 'SHIRT', 'PANTS', 'JEANS', 'TROUSERS', 'LEATHER', 'FIR']",['TROUSERS'],"['LACE', 'ALTERNATIVE', 'WILLOW', 'SOUL']","['LINEN', 'POPLAR', 'TROUSERS', 'FELT', 'JACKET', 'LACE', 'SUIT', 'REGGAE', 'SYMPHONY', 'EUCALYPTUS', 'DRESS', 'ALTERNATIVE', 'WILLOW', 'SOUL', 'ELM', 'LEATHER']",1.0,False,"[3891, 11208, 1791, 2256, 1584, 2864, 7712, 5032]",,,categorized_16_3,REGGAE,,
381,text-recall,,text-recall,29.0,770106.0,0.0-31.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['SUBWAY', 'EDITORIAL', 'TRACK', 'JEEP', 'CHICKEN', 'NOTES', 'CARRIAGE', 'ENCYCLOPEDIA']","['SUBWAY', 'EDITORIAL', 'TRACK', 'JEEP', 'CHICKEN', 'CARRIAGE', 'ENCYCLOPEDIA']","['DIVING', 'CRANE', 'HELICOPTER', 'OWL', 'DUCK', 'NOVEL', 'GOLF', 'HANDBALL', 'REPORT']","['DIVING', 'CRANE', 'HELICOPTER', 'OWL', 'DUCK', 'NOVEL', 'ENCYCLOPEDIA', 'GOLF', 'SUBWAY', 'CARRIAGE', 'CHICKEN', 'JEEP', 'HANDBALL', 'EDITORIAL', 'TRACK', 'REPORT']",7.0,False,"[1936, 2041, 2520, 2496, 1408, 7736, 4496, 8704]",True,36203.0,categorized_16_6,,,
382,reminder,,reminder,30.0,827623.0,0.0-32.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['DIVING', 'DUCK', 'GOOSE']","['DIVING', 'DUCK']","['CRANE', 'HELICOPTER', 'OWL', 'NOVEL', 'HANDBALL', 'REPORT']","['DIVING', 'CRANE', 'HELICOPTER', 'OWL', 'DUCK', 'NOVEL', 'ENCYCLOPEDIA', 'GOLF', 'SUBWAY', 'CARRIAGE', 'CHICKEN', 'JEEP', 'HANDBALL', 'EDITORIAL', 'TRACK', 'REPORT']",2.0,False,"[1853, 3760, 2665]",,,categorized_16_6,GOLF,,
383,text-recall,,text-recall,33.0,948907.0,0.0-35.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['CRANE', 'VULTURE', 'BEETLE', 'SWAN', 'DORMITORY', 'COTTAGE', 'HUT', 'CASTLE', 'DORMITORY', 'DUCK', 'LIGHTNING', 'SNOW', 'RAIN', 'HAIL']","['VULTURE', 'BEETLE', 'DORMITORY', 'COTTAGE', 'HUT', 'LIGHTNING', 'SNOW', 'RAIN', 'HAIL']","['MOSQUITO', 'BUTTERFLY', 'WORM', 'CANARY', 'PEACOCK', 'DOVE', 'PALACE']","['LIGHTNING', 'COTTAGE', 'DORMITORY', 'SNOW', 'MOSQUITO', 'BUTTERFLY', 'WORM', 'CANARY', 'RAIN', 'HUT', 'PEACOCK', 'DOVE', 'PALACE', 'HAIL', 'BEETLE', 'VULTURE']",9.0,False,"[1809, 2616, 2609, 3359, 2216, 2720, 2208, 1512, 2521, 4039, 4096, 984, 960, 2856]",True,45172.0,categorized_16_0,,,
384,reminder,,reminder,34.0,997430.0,0.0-36.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['CARRIAGE', 'HOME', 'CRANE']",[],"['MOSQUITO', 'BUTTERFLY', 'WORM', 'CANARY', 'PEACOCK', 'PALACE']","['LIGHTNING', 'COTTAGE', 'DORMITORY', 'SNOW', 'MOSQUITO', 'BUTTERFLY', 'WORM', 'CANARY', 'RAIN', 'HUT', 'PEACOCK', 'DOVE', 'PALACE', 'HAIL', 'BEETLE', 'VULTURE']",0.0,False,"[15299, 4890, 2343]",,,categorized_16_0,DOVE,,
385,text-recall,,text-recall,37.0,1551830.0,0.0-39.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['STRAWBERRY', 'DROUGHT', 'OTTOMAN', 'TSUNAMI', 'FLOOD', 'MANGO', 'LIME', 'PENCIL', 'DESK']","['STRAWBERRY', 'DROUGHT', 'OTTOMAN', 'TSUNAMI', 'FLOOD', 'MANGO', 'LIME', 'PENCIL', 'DESK']","['PLUM', 'LEVEL', 'BUREAU', 'LAMP', 'RULER', 'BOLT', 'FOG']","['DROUGHT', 'PLUM', 'PENCIL', 'MANGO', 'TSUNAMI', 'FLOOD', 'LEVEL', 'BUREAU', 'LAMP', 'RULER', 'STRAWBERRY', 'BOLT', 'OTTOMAN', 'FOG', 'DESK', 'LIME']",9.0,False,"[3224, 1767, 1720, 2720, 5672, 3688, 1393, 4727, 1817]",True,44850.0,categorized_16_4,,,
386,reminder,,reminder,38.0,1600626.0,0.0-40.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['BUREAU', 'RULER']","['BUREAU', 'RULER']","['PLUM', 'LAMP', 'BOLT', 'FOG']","['DROUGHT', 'PLUM', 'PENCIL', 'MANGO', 'TSUNAMI', 'FLOOD', 'LEVEL', 'BUREAU', 'LAMP', 'RULER', 'STRAWBERRY', 'BOLT', 'OTTOMAN', 'FOG', 'DESK', 'LIME']",2.0,False,"[2752, 8272]",,,categorized_16_4,LEVEL,,
387,text-recall,,text-recall,41.0,1708725.0,0.0-43.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['BUCKET', 'HOSE', 'INDIGO', 'BROWN', 'PENGUIN', 'PIGEON', 'LETTER', 'NOTE', 'MANUSCRIPT']","['BUCKET', 'HOSE', 'INDIGO', 'BROWN', 'PENGUIN', 'PIGEON', 'LETTER', 'NOTE', 'MANUSCRIPT']","['SEEDS', 'ESSAY', 'TAN', 'SCARLET', 'PARROT', 'SWAN', 'CLIPPERS']","['PENGUIN', 'BROWN', 'LETTER', 'SEEDS', 'PIGEON', 'ESSAY', 'MANUSCRIPT', 'BUCKET', 'HOSE', 'TAN', 'SCARLET', 'INDIGO', 'NOTE', 'PARROT', 'SWAN', 'CLIPPERS']",9.0,False,"[2544, 1376, 2625, 1327, 4336, 2216, 4400, 976, 3799]",True,39623.0,categorized_16_9,,,
388,reminder,,reminder,42.0,1762775.0,0.0-44.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,[],[],"['SEEDS', 'TAN', 'SCARLET', 'PARROT', 'SWAN', 'CLIPPERS']","['PENGUIN', 'BROWN', 'LETTER', 'SEEDS', 'PIGEON', 'ESSAY', 'MANUSCRIPT', 'BUCKET', 'HOSE', 'TAN', 'SCARLET', 'INDIGO', 'NOTE', 'PARROT', 'SWAN', 'CLIPPERS']",0.0,False,[],,,categorized_16_9,ESSAY,,
389,text-recall,,text-recall,45.0,1949339.0,0.0-47.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['ENTRANCE', 'BASEMENT', 'BEECH', 'REDWOORD', 'REDWOOD', 'FIR', 'BIRCH', 'SPARROW', 'CROW', 'FALCON', 'ELEVATOR', 'DESERT', 'PLAIN']","['ENTRANCE', 'BASEMENT', 'BEECH', 'REDWOOD', 'FIR', 'BIRCH', 'SPARROW', 'CROW', 'FALCON', 'ELEVATOR', 'DESERT', 'PLAIN']","['HAWK', 'VOLCANO', 'ROOF', 'OCEAN']","['SPARROW', 'PLAIN', 'CROW', 'DESERT', 'ELEVATOR', 'FIR', 'HAWK', 'VOLCANO', 'FALCON', 'ROOF', 'BIRCH', 'OCEAN', 'REDWOOD', 'ENTRANCE', 'BASEMENT', 'BEECH']",12.0,False,"[2280, 2327, 2489, 2847, 2808, 2016, 1481, 2423, 1088, 1640, 2545, 5471, 1312]",True,44175.0,categorized_16_7,,,
390,reminder,,reminder,46.0,1998644.0,0.0-48.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,[],[],"['HAWK', 'VOLCANO', 'OCEAN']","['SPARROW', 'PLAIN', 'CROW', 'DESERT', 'ELEVATOR', 'FIR', 'HAWK', 'VOLCANO', 'FALCON', 'ROOF', 'BIRCH', 'OCEAN', 'REDWOOD', 'ENTRANCE', 'BASEMENT', 'BEECH']",0.0,False,[],,,categorized_16_7,ROOF,,
391,text-recall,,text-recall,49.0,2147073.0,0.0-51.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['FISHING', 'BOXING', 'VOLLEYBALL', 'WRESTLING', 'STREETCAR', 'THUNDER', 'BLIZZARD', 'VANILLA', 'GINGER']","['FISHING', 'BOXING', 'VOLLEYBALL', 'WRESTLING', 'STREETCAR', 'THUNDER', 'BLIZZARD', 'VANILLA', 'GINGER']","['FROST', 'TRAILER', 'WAGON', 'SAGE', 'SUNSHINE', 'TRAIN', 'SUGAR']","['WRESTLING', 'GINGER', 'BLIZZARD', 'FROST', 'THUNDER', 'VOLLEYBALL', 'TRAILER', 'WAGON', 'VANILLA', 'SAGE', 'SUNSHINE', 'STREETCAR', 'BOXING', 'TRAIN', 'FISHING', 'SUGAR']",9.0,False,"[2112, 1600, 2320, 2232, 2728, 3688, 7768, 1640, 5968]",True,48051.0,categorized_16_8,,,
392,reminder,,reminder,50.0,2192670.0,0.0-52.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['COLD', 'BASIL', 'HERBS', 'OREGANO']",[],"['TRAILER', 'WAGON', 'SAGE', 'SUNSHINE', 'TRAIN', 'SUGAR']","['WRESTLING', 'GINGER', 'BLIZZARD', 'FROST', 'THUNDER', 'VOLLEYBALL', 'TRAILER', 'WAGON', 'VANILLA', 'SAGE', 'SUNSHINE', 'STREETCAR', 'BOXING', 'TRAIN', 'FISHING', 'SUGAR']",0.0,False,"[2719, 33904, 1152, 1664]",,,categorized_16_8,FROST,,
393,text-recall,,text-recall,53.0,2634163.0,0.0-55.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['BALLET', 'SWING', 'TANGO', 'SALSA', 'WIND', 'WING', 'BASEMENT', 'BATHROOM', 'MONSOON', 'THYPOON', 'EARTHQUAKE', 'PUNK', 'ROCK', 'OPHERA', 'JAZZ', 'BLUEGRASS', 'HURRICANE', 'PORCH', 'SWING']","['BALLET', 'SWING', 'TANGO', 'SALSA', 'WIND', 'WING', 'BATHROOM', 'MONSOON', 'TYPHOON', 'EARTHQUAKE', 'PUNK', 'OPERA', 'BLUEGRASS', 'PORCH']","['CELLAR', 'FOLK']","['MONSOON', 'PORCH', 'TANGO', 'CELLAR', 'SALSA', 'BATHROOM', 'FOLK', 'WING', 'WIND', 'TYPHOON', 'PUNK', 'OPERA', 'EARTHQUAKE', 'BLUEGRASS', 'BALLET', 'SWING']",14.0,False,"[3102, 1719, 1440, 1440, 1632, 2584, 3457, 4767, 1792, 6040, 6064, 1681, 1024, 6327, 3472, 2481, 8128, 2720, 5168]",True,72141.0,categorized_16_2,,,
394,reminder,,reminder,54.0,2657861.0,0.0-56.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,[],[],['CELLAR'],"['MONSOON', 'PORCH', 'TANGO', 'CELLAR', 'SALSA', 'BATHROOM', 'FOLK', 'WING', 'WIND', 'TYPHOON', 'PUNK', 'OPERA', 'EARTHQUAKE', 'BLUEGRASS', 'BALLET', 'SWING']",0.0,False,[],,,categorized_16_2,FOLK,,
395,text-recall,,text-recall,57.0,2932362.0,0.0-59.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['TRACTOR', 'KITE', 'BOAT', 'SEA', 'TROLLEY', 'VALLEY']","['TRACTOR', 'KITE', 'BOAT', 'SEA', 'TROLLEY', 'VALLEY']","['PUZZLE', 'JET', 'NUCLEAR', 'STEAM', 'ISLAND', 'NINTENDO', 'OIL', 'WATERFALL', 'BLOCKS', 'SOLAR']","['TROLLEY', 'VALLEY', 'PUZZLE', 'JET', 'NUCLEAR', 'STEAM', 'ISLAND', 'NINTENDO', 'OIL', 'WATERFALL', 'BLOCKS', 'TRACTOR', 'BOAT', 'KITE', 'SEA', 'SOLAR']",6.0,False,"[2717, 1375, 2265, 1088, 3214, 1721]",True,25203.0,categorized_16_5,,,
396,reminder,,reminder,58.0,3001299.0,0.0-60.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,[],[],"['PUZZLE', 'JET', 'NUCLEAR', 'STEAM', 'ISLAND', 'NINTENDO', 'OIL', 'WATERFALL', 'SOLAR']","['TROLLEY', 'VALLEY', 'PUZZLE', 'JET', 'NUCLEAR', 'STEAM', 'ISLAND', 'NINTENDO', 'OIL', 'WATERFALL', 'BLOCKS', 'TRACTOR', 'BOAT', 'KITE', 'SEA', 'SOLAR']",0.0,False,[],,,categorized_16_5,BLOCKS,,
397,text-recall,,text-recall,61.0,3145257.0,0.0-63.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,"['TANKER', 'BATTLESHIP', 'SCHOONER', 'SKA', 'STEAMBOAT', 'RUGBY', 'BADMITTON', 'BOWLING', 'FENCING', 'POP', 'INSTUMENTAL', 'HARP', 'FUNK']","['TANKER', 'BATTLESHIP', 'SCHOONER', 'SKA', 'STEAMBOAT', 'RUGBY', 'BADMINTON', 'BOWLING', 'FENCING', 'POP', 'INSTRUMENTAL', 'HARP']","['ACCORDION', 'GOSPEL', 'CLARINET', 'FIDDLE']","['BADMINTON', 'HARP', 'BOWLING', 'INSTRUMENTAL', 'ACCORDION', 'GOSPEL', 'FENCING', 'CLARINET', 'SCHOONER', 'SKA', 'BATTLESHIP', 'POP', 'RUGBY', 'STEAMBOAT', 'FIDDLE', 'TANKER']",12.0,False,"[3225, 3008, 2096, 1144, 11624, 1704, 3712, 1464, 1472, 2216, 6000, 2336, 4080]",True,90000.0,categorized_16_1,,,
398,reminder,,reminder,62.0,3146262.0,0.0-64.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,False,[],[],[],"['BADMINTON', 'HARP', 'BOWLING', 'INSTRUMENTAL', 'ACCORDION', 'GOSPEL', 'FENCING', 'CLARINET', 'SCHOONER', 'SKA', 'BATTLESHIP', 'POP', 'RUGBY', 'STEAMBOAT', 'FIDDLE', 'TANKER']",0.0,False,[],,,categorized_16_1,,,
399,survey-text,"{""Q0"":""""}",survey-text,65.0,3247103.0,0.0-67.0,pilot,2,expAv3,debugtd1iW:debug9Lcob,,,,,,,,,,,,,,
400,total-points,,,,,,,,,debugtd1iW:debug9Lcob,,,,,,,,,,,,,debugtd1iW:debug9Lcob,95.0
401,survey-text,"{""Q0"":""60fcea71a4069f52caa9a766""}",survey-text,0.0,3756.0,0.0-0.0,pilot,4,expAv3,debug5O2eS:debug2Tkuv,,,,,,,,,,,,,,
402,text-recall,,text-recall,25.0,706470.0,0.0-27.0,pilot,4,expAv3,debug5O2eS:debug2Tkuv,False,"['CRANE', 'BIRCH', 'EUCALYPTUS', 'CRANR', 'CANNARY', 'POPLAR', 'STREAM', 'GORGE', 'OCEAN', 'ISLAND']","['CRANE', 'BIRCH', 'EUCALYPTUS', 'POPLAR', 'STREAM', 'GORGE', 'OCEAN', 'ISLAND']","['CANARY', 'BUREAU', 'LAMP', 'PENGUIN', 'OWL', 'DESK', 'OTTOMAN', 'MAPLE']","['CANARY', 'BUREAU', 'LAMP', 'PENGUIN', 'GORGE', 'OWL', 'POPLAR', 'STREAM', 'DESK', 'OCEAN', 'OTTOMAN', 'MAPLE', 'ISLAND', 'EUCALYPTUS', 'CRANE', 'BIRCH']",8.0,False,"[3004, 3530, 8180, 5391, 3710, 23379, 3592, 13535, 13637, 1652]",True,90000.0,categorized_16_7,,,
403,reminder,,reminder,26.0,707476.0,0.0-28.0,pilot,4,expAv3,debug5O2eS:debug2Tkuv,False,[],[],[],"['CANARY', 'BUREAU', 'LAMP', 'PENGUIN', 'GORGE', 'OWL', 'POPLAR', 'STREAM', 'DESK', 'OCEAN', 'OTTOMAN', 'MAPLE', 'ISLAND', 'EUCALYPTUS', 'CRANE', 'BIRCH']",0.0,False,[],,,categorized_16_7,,,
404,text-recall,,text-recall,29.0,852466.0,0.0-31.0,pilot,4,expAv3,debug5O2eS:debug2Tkuv,False,"['GRAPE', 'PITCHFORK', 'CHERRY', 'MANGO', 'SEED', 'SOIL', 'ISLAND', 'DESTROYER', 'SOIL', 'SEED', 'BASIL', 'CLIPPERS', 'CANYON', 'VOLCANO']","['GRAPE', 'PITCHFORK', 'CHERRY', 'MANGO', 'SEEDS', 'SOIL', 'DESTROYER', 'CLIPPERS', 'CANYON', 'VOLCANO']","['RAVINE', 'TANKER', 'SCHOONER', 'PLUM', 'POND', 'FERRY']","['RAVINE', 'TANKER', 'SCHOONER', 'PLUM', 'CLIPPERS', 'CANYON', 'SOIL', 'POND', 'VOLCANO', 'DESTROYER', 'SEEDS', 'GRAPE', 'CHERRY', 'FERRY', 'PITCHFORK', 'MANGO']",10.0,False,"[2467, 3270, 1719, 3839, 1615, 1300, 2397, 6275, 6661, 1899, 5314, 9907, 24956, 8567]",True,90000.0,categorized_16_0,,,
